stops_id,tempo libero,"dormire, mangiare e altra cura della persona",istruzione e formazione,lavoro retribuito
13264,10,1,0,0
14111,97,48,0,12
15219,100,44,0,9
13854,2,1,0,0
13855,0,0,0,0
13856,0,0,0,0
17339,6,2,0,0
13859,11,3,0,1
13860,8,3,0,1
13861,9,4,0,0
13862,9,4,0,0
13863,8,4,0,0
13864,2,3,0,0
13865,4,2,0,0
15243,4,0,0,1
13867,4,0,0,1
13868,4,0,0,4
13869,36,15,1,8
13902,58,20,2,7
14153,13,10,1,1
14154,28,13,1,3
15244,29,12,1,3
17172,21,7,1,2
17107,17,4,0,2
16635,4,2,0,0
16637,3,3,0,0
16639,4,1,0,0
16642,3,3,0,0
16643,2,1,0,0
16645,0,0,0,0
16647,0,0,0,0
16649,1,0,0,0
16651,9,4,0,0
16653,8,3,0,0
16655,6,1,0,0
16332,0,0,0,0
15441,49,63,1,1
15297,43,60,0,2
12046,50,51,0,1
12049,38,42,0,4
12055,32,29,0,5
12058,32,34,0,3
12063,25,38,0,5
12104,37,41,0,6
12112,29,36,0,3
12113,32,32,0,3
12149,30,25,0,2
12151,31,30,1,3
12167,38,29,1,5
17255,56,43,1,2
12414,51,41,1,1
12479,64,38,0,4
12480,44,38,0,4
12482,38,36,0,3
12477,63,53,1,7
12511,100,75,1,8
12520,75,54,1,7
12528,36,41,0,1
12533,29,30,0,1
17820,75,53,1,6
12724,6,10,0,0
12690,5,6,0,0
12694,3,4,0,0
12857,4,4,0,0
12865,1,0,0,1
12867,0,0,0,1
13211,3,1,0,0
13212,3,1,0,0
13216,1,0,0,0
13217,1,1,0,1
16001,12,8,0,1
16852,14,12,0,2
16853,12,9,0,1
16854,6,3,0,1
13223,7,6,0,1
13224,1,2,0,0
13225,2,3,0,0
13226,3,5,0,0
16507,3,4,0,0
14983,3,4,0,0
14984,12,9,0,1
17986,3,3,0,1
16855,1,1,0,0
14985,0,0,0,0
14986,0,0,0,0
15031,21,4,0,0
14988,2,3,0,0
11181,141,162,5,14
17793,1,0,0,1
13526,0,0,0,1
13527,0,3,0,0
13528,7,7,0,1
15191,8,7,0,1
13530,8,6,0,1
13531,8,6,1,1
13532,1,4,1,0
13534,2,2,1,0
13535,2,0,0,0
12870,4,0,0,0
12747,20,10,0,4
12736,25,17,0,6
12732,32,18,0,7
13536,32,18,0,7
10524,38,19,1,6
10529,16,12,1,5
10536,16,25,1,12
10830,34,40,3,11
10844,18,33,2,5
10857,22,36,0,11
11173,54,110,1,10
11178,123,157,3,14
11200,110,76,4,9
11234,113,86,3,8
11482,160,114,4,10
11588,62,55,2,7
11610,35,33,0,14
11326,13,8,0,2
11338,12,11,0,2
11333,23,15,0,4
11329,42,24,0,13
10644,2,14,0,4
10650,12,18,0,5
10622,15,17,0,1
10626,15,17,0,1
10624,16,14,0,5
10628,22,14,0,4
10583,25,17,0,3
10589,20,13,0,3
10594,21,15,1,2
10597,53,37,1,3
10823,88,53,2,9
10826,69,47,1,6
15637,44,40,1,6
10840,24,27,2,3
10814,16,20,2,5
11146,6,9,0,2
11149,19,12,0,1
11157,31,56,0,4
11166,26,65,0,7
15375,9,17,1,7
13168,7,5,0,3
13169,9,19,2,1
13170,8,23,0,6
13171,20,33,0,4
13164,27,26,1,2
12335,3,3,0,0
12337,7,5,0,0
12338,16,14,0,0
12350,32,24,0,2
12351,34,22,0,1
12354,27,20,0,2
12372,30,19,0,4
12376,33,25,0,2
12377,39,23,0,3
12381,31,21,0,2
15523,30,23,0,2
12394,20,16,0,3
12398,30,29,0,3
12403,22,27,0,1
12406,27,38,0,1
12449,39,47,0,1
12451,47,47,0,0
12453,71,21,1,12
12497,99,25,2,13
12503,69,38,2,10
12702,64,45,1,6
16723,64,50,1,7
15004,204,96,2,29
11524,216,95,2,28
17233,124,77,3,48
17755,66,39,2,21
19617,68,35,2,12
11209,100,31,1,17
10895,100,32,0,16
10887,43,19,0,12
10878,44,20,1,5
10865,46,33,0,2
10599,31,28,1,2
10829,83,49,1,6
10822,62,32,1,5
10558,41,19,0,4
18074,46,22,0,6
10542,40,24,0,5
10369,25,20,0,2
17661,15,12,0,1
10356,3,7,1,0
17798,6,7,1,0
10350,7,10,1,1
10324,8,7,0,1
10202,13,5,0,4
10195,9,9,0,3
10197,9,8,0,2
16833,2,3,0,0
11516,272,186,3,37
11801,269,105,1,30
11809,320,81,1,26
11813,235,72,1,22
19903,112,56,2,17
11853,29,30,2,8
12128,32,34,1,5
12137,34,35,0,2
12142,30,31,0,2
18504,24,19,0,1
19812,38,29,0,2
12457,26,18,0,2
12668,17,11,0,2
12680,3,3,0,3
12683,1,4,0,0
15582,3,4,0,0
12695,3,4,0,0
15274,4,6,0,0
14862,11,12,0,0
12725,23,21,0,1
12721,25,25,1,3
12723,37,29,1,4
12715,53,49,1,3
12710,64,49,1,7
16587,26,7,0,0
16588,27,7,0,0
14062,27,9,0,0
16589,4,1,0,0
14593,3,4,1,0
15904,23,14,1,4
14082,37,23,1,10
14607,28,9,1,9
14608,19,4,0,7
14609,17,5,0,2
14858,11,3,3,0
11371,6,2,1,1
15905,11,5,1,0
16797,8,5,1,0
16856,6,4,0,1
16857,15,10,0,1
13229,12,13,0,2
16858,10,12,0,1
13232,1,1,0,1
13233,1,0,0,0
13234,2,0,0,0
13235,3,1,0,0
12868,0,0,0,1
12866,1,0,0,1
15155,3,4,0,0
12812,3,3,0,0
15311,5,4,0,0
15959,1,1,0,0
12909,0,0,0,0
18133,0,1,0,0
12913,0,3,0,0
12906,0,3,0,0
17697,3,1,0,0
19710,13,8,0,1
12827,13,10,0,1
12615,6,7,0,0
12611,2,1,0,1
12608,1,0,0,0
12621,1,0,0,0
12987,3,2,0,1
12625,4,2,0,0
12661,25,13,0,5
12664,22,13,0,6
12645,6,5,0,1
12836,4,1,0,5
12848,9,8,0,2
18113,12,9,0,4
18475,20,7,0,4
18476,10,4,0,3
18114,8,7,0,1
18115,6,9,0,0
12649,13,13,0,1
12672,31,17,0,2
12696,51,20,1,6
12697,61,34,1,7
12712,66,52,1,7
17961,69,53,2,6
12899,1,0,0,2
12893,3,1,0,2
12885,4,2,0,2
12883,18,7,0,8
12874,40,20,0,12
12783,38,20,0,12
12778,54,26,0,9
12777,74,34,0,8
12769,95,38,0,15
12788,67,26,0,17
12553,53,16,0,14
12550,34,11,1,9
12548,38,15,1,8
12568,41,21,1,7
12557,60,34,1,6
12554,54,33,0,5
14860,75,52,0,8
15835,19,19,1,1
15930,31,20,1,2
11275,160,75,3,35
11274,159,82,3,51
18827,154,87,4,54
18127,121,60,2,46
11221,114,59,4,31
11235,120,96,3,9
11475,140,104,1,5
11449,121,91,1,5
11468,63,37,2,18
11472,98,50,3,21
11808,197,89,1,23
11812,205,73,1,17
11815,197,57,1,21
11846,226,48,0,21
11839,203,52,0,23
11841,56,50,0,22
11562,79,71,0,25
19661,153,122,2,16
11593,192,167,2,17
11581,143,125,0,9
15241,132,131,0,9
12979,13,10,0,1
12620,12,10,0,1
12820,13,6,0,1
12822,3,1,0,0
12838,7,3,0,2
12832,6,3,0,3
12644,8,5,0,3
12642,17,10,0,4
19734,24,10,0,5
12650,11,4,0,1
15602,7,5,0,3
19381,4,6,0,0
18534,3,4,0,0
16735,1,0,0,0
16092,48,46,1,5
12714,42,34,1,5
12735,28,19,0,6
12734,39,24,0,7
12758,71,32,0,7
12766,74,30,0,9
12773,77,31,0,7
12789,75,29,0,17
12790,51,19,0,15
16850,63,26,0,12
12793,54,21,0,17
15306,51,21,0,16
15821,51,20,0,15
12982,41,17,0,14
12983,37,15,0,11
12886,16,6,0,5
12891,7,3,0,2
12904,3,1,0,0
12901,11,7,0,1
12805,17,10,0,2
13889,22,11,0,2
15041,5,3,0,0
17860,19,8,0,3
13847,21,9,0,4
15040,32,16,0,6
17682,5,1,0,2
17683,13,4,0,1
17684,9,7,0,0
17685,6,1,0,1
17686,4,1,0,0
17687,10,2,0,1
13273,23,13,1,6
14853,44,23,1,9
17688,55,25,0,8
13112,13,7,0,0
17693,9,1,0,0
19868,1,0,0,0
19869,4,3,0,1
19870,4,5,0,1
19871,5,5,0,1
17656,4,0,0,1
16456,12,8,0,4
16457,19,11,0,5
16458,9,0,0,0
16459,14,2,0,1
16460,9,1,0,0
16461,5,1,1,0
16462,5,1,1,0
10021,0,0,0,0
17772,51,14,0,0
10025,0,0,0,0
17451,6,2,1,1
16430,1,0,1,0
16431,28,6,0,3
17453,49,18,0,11
16452,12,4,0,0
17444,10,6,0,1
16919,112,82,1,9
11531,89,70,1,7
11543,89,92,1,8
11565,84,68,2,5
11310,48,45,2,3
11303,60,71,3,4
11298,65,104,3,12
11295,69,97,3,15
11288,84,82,3,15
11285,98,66,3,12
10962,125,87,1,11
10954,82,74,0,8
10956,60,48,0,5
10980,13,17,0,3
10970,12,12,0,4
10695,44,20,0,4
10718,36,25,0,3
10711,25,13,2,7
10710,22,15,3,7
10704,12,10,2,11
10726,9,5,0,4
10729,9,2,0,1
10485,10,2,0,1
10493,7,0,1,2
16713,11,3,0,1
16714,14,3,0,1
10744,8,3,1,0
10730,5,2,1,0
10732,4,1,1,0
11979,44,22,1,2
11973,43,24,1,1
11958,40,18,0,2
11950,46,21,0,3
11947,47,22,0,5
11944,51,36,0,8
11639,70,68,0,17
11631,77,109,0,24
12941,76,111,0,24
15762,5,6,0,0
15763,7,3,0,2
15764,13,4,0,2
15765,21,5,0,3
15766,3,2,0,2
16184,4,1,0,2
16185,12,3,0,1
16186,1,1,0,0
16187,7,2,0,5
16188,8,4,3,12
16189,7,3,4,13
16190,2,3,4,14
16191,4,2,1,3
16192,11,13,2,4
16193,18,16,2,4
16194,2,3,0,0
16195,5,7,0,3
16196,10,11,0,2
13263,12,11,0,0
14240,11,11,0,0
12808,10,12,0,0
14969,11,12,0,0
12809,2,3,0,0
16162,2,3,0,0
10199,6,4,0,1
10204,8,5,0,2
10335,5,11,0,0
10342,13,13,0,0
10539,42,26,0,5
10547,45,24,0,8
10561,51,34,1,6
10564,66,39,1,8
10825,72,51,1,6
10846,46,39,1,8
10854,57,60,2,9
11172,110,89,4,21
11175,148,101,4,28
11187,159,149,6,19
11008,65,69,0,6
11001,49,58,0,5
10988,25,24,0,3
10965,14,17,0,5
10688,41,18,0,4
14998,45,22,0,4
10678,18,17,1,10
10697,17,16,1,15
10466,14,15,0,12
10462,12,9,0,9
10453,9,7,0,5
10448,6,3,0,5
10314,3,2,0,5
10308,3,2,0,2
10305,3,2,0,4
11788,254,141,1,33
11510,217,131,4,30
11519,98,63,1,13
11754,56,51,2,5
11759,47,58,2,5
11757,27,60,3,3
11766,16,44,2,2
11737,10,26,0,6
11741,10,11,0,9
19724,40,22,0,14
11715,43,21,0,11
11713,30,15,0,8
11721,16,10,0,3
15099,12,8,0,3
15085,8,7,0,4
15082,1,4,0,2
16450,0,1,0,1
10445,2,3,0,1
16471,9,9,0,8
16473,4,5,0,0
16474,4,8,0,0
16475,7,5,0,0
16476,10,4,0,0
16477,1,3,0,0
16478,7,9,0,0
16479,1,3,0,0
16453,12,4,0,1
16454,12,8,0,1
16455,10,9,0,2
17899,46,18,0,12
16481,41,10,0,6
16482,27,7,0,4
16483,1,0,1,0
16485,4,2,0,1
16486,28,7,0,3
16487,10,2,0,0
16488,11,3,0,0
16489,8,4,1,0
16490,4,2,1,0
16491,2,2,0,0
16492,14,7,0,0
16493,9,5,1,0
16418,1,4,0,0
11033,34,26,0,20
11018,21,28,0,21
17701,21,14,0,4
17702,15,11,0,2
16939,12,8,0,2
12197,144,82,1,6
17386,100,84,1,7
17387,63,63,1,7
17388,37,47,1,5
17389,26,28,1,4
17390,24,21,1,1
17391,25,23,0,2
12114,30,32,0,1
12078,35,42,0,4
12066,23,32,0,6
13803,22,27,0,3
13804,25,35,0,3
13805,26,26,1,2
10303,3,1,0,3
10322,1,0,0,0
17492,0,0,0,0
17493,0,0,0,0
10315,0,0,0,0
10127,0,0,0,0
10126,0,0,0,0
16094,1,1,0,1
11666,5,0,0,0
11670,4,0,0,0
15413,5,1,0,0
15071,7,1,0,1
11691,9,2,0,1
15464,12,6,0,1
15415,3,5,0,0
13098,7,4,0,0
13099,34,8,0,3
13100,73,16,0,4
15428,81,22,0,3
13345,70,20,0,4
13346,44,18,0,4
13775,8,0,0,0
16801,21,12,0,4
13350,18,10,0,4
13351,2,3,0,0
16802,2,3,0,0
11055,1,2,0,0
16803,8,5,1,0
16814,3,6,0,0
16815,6,3,0,1
14132,2,0,0,1
16816,12,3,0,2
13353,28,8,0,2
15463,41,17,0,6
13358,0,9,0,6
13359,0,7,0,6
13360,0,7,0,2
13361,0,1,0,1
13362,0,1,0,0
13363,9,3,0,0
13364,15,6,0,0
18135,24,5,0,0
17858,8,0,0,0
13384,2,0,0,0
13367,1,0,0,0
13368,1,0,1,0
13369,1,0,1,0
13370,1,0,0,0
13371,1,0,0,0
13372,1,0,0,0
13373,1,0,0,0
15469,1,0,0,0
13374,5,1,1,0
13425,5,1,1,0
13426,0,0,1,0
13427,0,0,0,0
13432,0,0,0,0
16032,0,0,0,0
17491,0,0,0,0
17293,0,0,0,0
13187,2,0,0,0
13188,2,0,0,0
13189,2,0,0,1
13190,3,2,0,2
13191,7,5,0,1
13192,9,5,0,0
13193,10,5,0,0
13194,10,1,0,1
13195,6,1,0,0
13196,9,3,0,0
13197,6,2,0,1
16980,2,2,0,1
10327,2,2,0,1
10330,3,5,0,0
10339,7,6,0,0
13198,32,18,3,3
11195,158,114,7,19
16724,66,52,1,7
12701,67,51,0,7
15823,63,54,0,6
12492,56,45,0,6
12485,38,40,0,3
12468,68,60,1,4
16057,116,74,1,2
12220,111,84,1,6
12207,131,88,1,12
12191,169,84,0,17
12186,172,65,0,19
12179,188,81,2,20
12173,170,105,2,17
15635,133,107,4,23
16851,101,89,4,17
16463,4,0,2,1
16464,4,1,2,1
16465,5,0,2,1
16499,5,0,0,1
16500,3,1,0,1
16501,1,0,0,0
16502,3,1,0,0
16503,5,5,0,0
16504,0,0,0,0
16505,4,3,0,1
16506,10,8,0,1
16014,4,0,0,0
12728,21,14,0,4
12510,86,61,0,10
12228,114,75,1,2
16509,84,67,1,2
17161,34,17,1,2
15404,44,24,1,2
15747,40,23,1,2
15748,31,18,1,2
15749,7,8,1,3
12287,6,8,2,1
12292,6,5,1,2
12293,10,15,1,2
12296,11,9,0,4
12555,36,16,0,6
12562,35,15,0,7
12566,37,14,0,3
12569,16,7,0,6
12571,14,4,0,3
12787,11,3,0,4
16786,0,1,0,0
17162,0,1,0,1
17164,3,2,0,2
17166,10,8,0,4
17319,19,8,0,2
13981,22,11,0,2
13982,29,16,0,5
12801,46,19,0,15
12879,47,18,0,14
13983,4,2,0,2
12892,3,1,0,2
12898,1,0,0,2
16767,1,0,0,2
15465,6,0,0,0
15466,11,2,0,3
12742,22,18,1,6
12749,19,10,0,5
12745,19,11,0,4
12739,27,15,0,5
12539,41,37,0,7
12531,34,42,0,2
12525,53,47,0,6
12472,89,71,1,8
12211,129,76,1,5
12212,132,69,1,5
15490,48,23,0,10
15258,50,23,0,15
12795,67,30,0,17
12775,74,35,0,11
12767,105,44,0,17
12761,106,47,0,16
12757,84,37,0,7
12549,53,23,1,6
12748,26,20,1,4
12527,38,32,2,1
12524,66,52,1,6
12513,128,88,1,9
12257,126,81,2,3
12200,134,72,1,6
17960,64,31,1,6
12465,33,17,1,4
12463,31,21,0,2
12669,24,16,0,2
12410,23,30,0,2
12409,16,22,0,0
12408,16,21,0,0
12646,9,7,0,1
12658,23,10,0,5
12657,17,11,0,5
12847,9,8,0,2
12833,3,2,0,5
12830,6,5,0,5
12665,10,7,0,2
12660,25,13,0,5
12627,21,6,0,5
12626,14,5,0,3
12623,4,2,0,0
12622,1,0,0,0
12609,1,0,0,0
12610,2,1,0,1
12614,7,8,0,1
12905,0,3,0,0
12912,0,3,0,0
12910,0,1,0,0
15309,0,1,0,0
15967,1,1,0,0
15310,4,4,1,0
18465,71,56,0,12
13097,57,39,0,7
11643,49,35,0,9
11661,31,20,0,4
11657,25,15,0,3
11659,11,3,0,1
11997,9,1,0,1
11999,6,0,0,0
12000,1,0,0,1
12003,7,1,0,1
12009,4,8,0,1
12304,7,10,0,2
12309,8,5,0,3
16778,8,5,0,5
12945,10,12,0,5
12946,11,14,0,5
15928,11,15,0,5
12947,9,16,0,4
12948,2,6,0,5
12586,30,18,0,3
12585,28,17,0,6
12581,22,13,0,8
12563,39,16,0,8
12786,25,8,0,9
12785,43,16,0,14
12762,89,35,0,19
12768,96,40,0,15
12765,94,40,0,13
12949,82,36,0,10
13774,0,7,0,6
13740,15,6,0,2
16834,7,3,0,2
13741,10,3,0,3
13742,27,9,0,4
13743,25,10,0,3
13744,17,6,0,3
14492,4,0,0,0
16743,5,0,0,0
16439,13,8,0,1
16440,13,6,0,1
16495,12,4,0,0
17449,49,18,0,11
17448,6,2,1,1
16428,5,1,1,0
16429,4,1,1,0
16494,10,1,0,0
16434,13,2,0,1
16435,9,0,0,0
16436,19,11,0,5
16437,14,9,0,1
17655,4,0,0,1
13465,23,5,0,0
17857,17,6,0,0
13466,15,6,0,0
13493,9,3,0,0
13494,4,2,0,0
13487,3,2,0,0
19912,7,4,1,1
16799,15,9,1,1
19630,3,3,2,3
19892,5,4,1,4
19802,2,1,2,0
19633,3,5,0,1
18154,10,1,1,0
19488,11,2,1,0
18151,9,2,0,1
18149,2,1,0,5
17982,0,0,0,0
18148,2,3,0,0
17935,2,0,0,0
18145,2,0,0,0
17931,3,2,0,0
18143,2,3,0,0
10192,3,0,0,3
10469,12,11,1,12
10699,17,12,2,14
10975,24,14,0,0
10969,28,17,0,3
10945,51,40,0,3
10953,84,66,0,8
10960,116,79,1,12
17550,107,65,1,11
17552,61,32,0,5
10947,46,25,0,3
10932,20,12,0,0
11253,20,9,1,1
11256,50,31,2,9
11263,92,62,3,42
11231,150,90,3,53
11241,187,89,6,45
11485,230,103,5,28
11492,311,165,2,32
12090,63,64,1,6
12092,53,44,2,3
12129,32,36,1,4
12133,56,56,0,6
12139,39,56,0,2
12145,34,41,1,4
12163,35,50,1,6
12415,49,41,1,1
12429,43,33,1,4
12435,77,30,1,8
12489,87,31,2,10
12494,96,24,2,13
12505,64,38,2,9
12703,64,45,1,7
12709,63,51,1,7
12707,71,55,1,8
16841,5,5,1,0
16804,2,3,0,0
16805,7,4,0,2
16807,10,5,0,1
16808,31,11,0,5
15416,3,5,0,0
11694,11,6,0,1
11690,10,3,0,1
15777,6,1,0,0
15839,6,1,0,0
11673,6,1,0,0
15837,5,0,0,0
11663,6,1,0,0
15384,33,32,0,13
15386,10,4,0,3
15388,11,3,0,1
15390,6,0,0,0
15392,4,0,0,0
15394,7,1,0,1
15396,9,2,0,1
15398,12,7,0,1
15646,2,0,0,3
15874,1,1,0,1
15647,33,13,0,6
15648,40,15,0,10
15294,20,12,0,7
15292,30,26,0,2
15290,31,28,1,4
15288,38,37,1,8
12281,17,21,0,7
13769,7,5,0,3
15527,4,3,0,0
15603,4,6,0,0
11125,7,8,0,0
11126,7,7,0,0
15457,17,11,0,1
15458,27,17,0,2
11154,26,15,0,3
11155,25,21,0,3
17375,39,75,2,9
11457,20,28,1,7
11459,23,36,0,8
11466,21,37,2,7
10397,3,5,1,0
10265,3,3,1,0
16847,5,3,1,0
16996,3,2,0,1
16997,6,2,0,0
17530,3,3,0,1
10267,2,2,0,1
10266,2,2,0,1
10084,1,5,0,0
10073,1,0,0,0
10072,0,0,0,0
10175,1,0,0,0
10173,1,0,0,0
10177,1,1,0,0
10211,9,1,0,0
10229,6,6,0,0
15051,5,6,0,0
15052,4,4,0,0
15053,1,1,0,0
10245,2,1,0,0
18509,3,1,0,0
10078,2,1,0,0
10081,3,4,0,0
10083,2,4,0,0
10242,1,4,0,0
18512,4,2,0,0
10246,3,1,0,0
10250,6,3,1,1
10257,6,3,1,1
17540,2,2,0,1
17541,0,2,0,0
17542,0,0,0,0
17543,0,1,0,0
10275,0,3,0,0
10431,3,4,0,0
10433,3,3,0,1
10435,1,1,0,1
10636,0,1,0,0
10646,0,5,0,2
10658,3,16,0,5
10664,6,20,0,4
10666,7,16,0,6
10672,9,13,0,3
10937,23,16,0,1
10942,31,18,0,3
10943,48,36,0,3
10996,54,50,0,5
11005,38,58,0,4
11319,22,26,0,3
11012,12,7,0,2
17545,9,2,0,1
17546,5,3,0,1
11007,7,4,0,1
16521,3,4,0,0
16580,9,12,0,0
16581,9,9,1,0
16582,9,7,0,0
16583,2,0,0,0
16584,6,0,0,0
16585,21,9,0,2
17425,22,11,0,2
16534,13,7,0,2
16535,0,2,0,0
16536,1,1,1,0
16537,7,0,2,1
16538,7,0,2,1
16539,0,0,0,0
16540,1,0,0,0
16541,1,0,0,0
16542,2,0,0,0
16543,1,0,0,0
16544,1,1,0,0
16545,1,1,0,0
16546,16,6,0,1
16547,25,12,0,1
11090,1,2,0,0
11084,1,2,0,0
11086,1,2,0,0
11071,3,3,0,0
11074,18,3,0,0
11076,19,3,0,0
11075,4,4,0,0
12971,4,3,0,0
11070,2,2,0,0
10749,1,1,0,0
18092,1,1,0,0
11099,1,2,0,0
11102,4,9,0,0
11103,4,9,0,0
11122,9,8,0,0
11129,14,8,0,1
11134,12,9,0,2
15286,22,26,0,7
15287,38,37,1,8
15289,32,28,1,6
15291,30,25,0,2
15293,23,12,0,7
15649,40,16,0,8
15650,32,13,0,5
15873,2,3,0,1
11640,70,71,0,16
11897,62,44,0,18
11635,71,58,0,10
14922,72,20,0,4
14923,47,20,0,8
14924,80,30,0,9
14925,81,32,0,7
14926,17,7,0,2
14928,3,0,0,0
14929,3,4,0,0
14930,1,0,0,0
14931,0,0,0,0
14932,0,0,0,0
14933,0,0,0,0
14934,0,0,0,0
16951,0,0,0,0
16952,0,0,0,0
16953,0,0,0,0
14936,0,0,0,0
14937,0,0,0,0
15487,14,3,0,5
15147,54,16,0,24
15148,87,23,0,31
15149,83,20,0,15
15677,21,8,0,3
10003,2,1,0,1
16968,2,1,2,1
16969,2,1,0,1
10008,2,1,0,1
17098,4,1,0,1
17169,7,1,0,0
17099,4,5,1,0
17100,10,4,2,1
16793,14,11,1,3
15278,0,0,0,0
15279,2,0,0,0
15280,2,0,0,0
15281,3,0,0,0
11939,34,31,0,5
11942,27,24,0,6
11962,19,13,0,5
11959,44,20,0,3
11957,36,17,0,2
11952,49,23,0,3
11953,30,16,0,1
11970,36,18,0,2
11975,36,18,1,2
11980,28,11,0,2
11982,7,3,0,2
11967,6,2,0,1
12318,7,5,0,1
15060,7,4,0,0
13797,0,0,0,0
13798,0,0,0,0
13799,0,0,0,0
13800,0,0,0,0
14954,0,0,0,0
14912,0,0,0,0
14913,0,0,0,0
14914,0,0,0,0
14915,4,2,0,0
14916,4,2,0,1
14917,0,1,0,0
14918,7,2,0,0
14919,27,8,0,0
14920,14,5,0,0
14921,12,3,0,1
18124,2,4,1,0
10115,24,13,0,4
10097,7,2,0,0
10096,1,2,0,0
10094,2,2,0,0
10090,2,2,0,0
10092,2,2,0,0
10075,1,2,0,0
10378,3,4,0,1
10358,7,4,0,1
10360,11,5,0,0
13155,10,8,0,2
10196,9,9,0,2
11923,98,75,4,13
15529,93,100,3,22
11879,73,88,3,20
12991,63,79,2,18
11863,41,58,0,12
17436,40,54,0,11
11882,61,74,0,6
18120,114,117,0,5
11855,72,64,0,6
12130,30,33,1,4
12093,52,43,2,4
12091,60,63,2,6
12088,57,62,0,5
11825,27,49,1,1
11782,42,58,1,0
11773,49,62,1,2
11772,36,62,3,3
11753,15,49,4,2
11192,140,156,6,9
10439,12,6,0,1
10310,13,5,0,3
10300,7,3,0,3
10298,15,7,0,3
10295,15,8,0,3
10123,22,12,0,4
10119,7,4,0,1
10120,3,3,0,0
10112,3,4,0,0
10107,3,3,0,0
10125,1,0,0,0
15488,3,11,0,1
17602,7,8,0,2
10818,20,21,0,5
10812,35,30,2,3
10810,48,37,2,12
10535,38,14,0,13
10533,34,17,1,7
10796,80,34,0,13
10798,86,35,0,14
10760,61,30,0,12
10505,47,18,0,8
10501,24,9,0,2
10521,11,4,4,1
10511,15,6,4,1
10514,21,7,4,1
10515,23,8,4,1
10517,26,10,2,3
10338,14,7,0,0
10329,3,4,0,0
13176,2,2,0,0
17463,4,3,0,1
16313,2,3,0,1
16314,11,7,0,2
17465,12,1,0,1
14909,3,3,0,0
10708,30,23,3,14
10682,29,25,1,10
10686,42,25,0,6
10689,43,20,0,4
10694,18,17,0,5
10978,26,23,0,4
11281,101,63,2,13
11283,81,70,2,14
11287,44,72,0,14
11262,32,61,1,11
11258,27,46,1,8
11252,20,10,1,4
11270,139,80,3,49
11522,202,99,3,35
11536,248,119,1,33
11546,230,127,2,30
11509,275,177,1,29
11557,240,162,0,27
11560,237,94,1,21
11830,216,55,1,23
11840,158,51,0,26
11838,65,51,0,24
11876,41,56,0,11
11886,117,132,1,8
11892,150,154,2,15
12172,160,108,2,19
12175,136,86,2,16
12183,92,67,1,16
12242,87,65,0,7
12245,93,81,0,5
12247,115,80,1,6
12253,126,83,2,3
12254,103,64,1,3
11580,150,123,0,9
11592,168,146,2,17
11551,205,172,4,15
11556,128,80,3,18
11833,102,59,0,26
11834,166,51,0,25
11844,265,49,1,18
11845,205,48,0,20
11814,208,64,1,21
11811,210,77,1,21
11799,203,92,1,23
11796,131,85,1,21
11792,116,84,1,17
11786,93,75,1,11
11473,101,51,3,21
11467,62,36,2,18
11450,127,91,1,7
11476,146,104,1,5
17770,120,68,6,35
18128,122,60,3,45
14192,154,83,4,51
11232,155,86,4,54
11273,170,84,3,50
10213,6,4,0,5
15259,12,4,0,4
13140,9,9,0,3
13141,7,10,0,2
14324,8,3,0,3
15743,23,7,0,2
14325,11,2,0,0
14326,7,3,0,0
14327,12,9,0,1
