stop_id,nil
12540,PADOVA - TURRO - CRESCENZAGO
12558,GORLA - PRECOTTO
12564,GORLA - PRECOTTO
12582,GORLA - PRECOTTO
12584,GORLA - PRECOTTO
16932,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
11113,MONCUCCO - SAN CRISTOFORO
10800,MONCUCCO - SAN CRISTOFORO
17459,MONCUCCO - SAN CRISTOFORO
10816,PORTA TICINESE - CONCHETTA
12943,PORTA TICINESE - CONCHETTA
11178,PORTA TICINESE - CONCHETTA
17770,MAGENTA - S.VITTORE
18128,MAGENTA - S.VITTORE
11525,DUOMO
16919,BRERA
17704,SARPI
11928,STAZIONE CENTRALE - PONTE SEVESO
12185,STAZIONE CENTRALE - PONTE SEVESO
12210,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12487,CITTA' STUDI
12712,CITTA' STUDI
12735,CIMIANO - ROTTOLE - Q.RE FELTRE
12766,PADOVA - TURRO - CRESCENZAGO
12782,PADOVA - TURRO - CRESCENZAGO
12892,ADRIANO
13807,CIMIANO - ROTTOLE - Q.RE FELTRE
12893,ADRIANO
12783,PADOVA - TURRO - CRESCENZAGO
16915,PADOVA - TURRO - CRESCENZAGO
12731,CIMIANO - ROTTOLE - Q.RE FELTRE
12700,CITTA' STUDI
12488,CITTA' STUDI
12211,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12184,STAZIONE CENTRALE - PONTE SEVESO
11884,STAZIONE CENTRALE - PONTE SEVESO
11869,PORTA GARIBALDI - PORTA NUOVA
17392,BRERA
11524,DUOMO
18127,MAGENTA - S.VITTORE
17756,MAGENTA - S.VITTORE
11177,PORTA TICINESE - CONCHETTA
10818,PORTA TICINESE - CONCHETTA
16938,PORTA TICINESE - CONCHETTA
10807,MONCUCCO - SAN CRISTOFORO
10774,MONCUCCO - SAN CRISTOFORO
11114,MONCUCCO - SAN CRISTOFORO
12811,TRIULZO SUPERIORE
17073,ROGOREDO - SANTA GIULIA
18050,LODI - CORVETTO
12961,LODI - CORVETTO
12344,LODI - CORVETTO
17741,LODI - CORVETTO
12032,UMBRIA - MOLISE - CALVAIRATE
12048,PTA ROMANA
11778,GUASTALLA
11763,GUASTALLA
11839,GUASTALLA
11841,BRERA
11872,STAZIONE CENTRALE - PONTE SEVESO
15635,STAZIONE CENTRALE - PONTE SEVESO
11918,MACIACHINI - MAGGIOLINA
11895,ISOLA
11622,ISOLA
15598,DERGANO
16838,DERGANO
11363,AFFORI
16792,AFFORI
16797,BRUZZANO
13312,COMASINA
16791,AFFORI
17978,AFFORI
16837,DERGANO
11649,DERGANO
12981,MACIACHINI - MAGGIOLINA
11912,MACIACHINI - MAGGIOLINA
16851,STAZIONE CENTRALE - PONTE SEVESO
11867,STAZIONE CENTRALE - PONTE SEVESO
16900,GUASTALLA
16931,DUOMO
11516,DUOMO
11510,DUOMO
11760,GUASTALLA
11776,PTA ROMANA
12044,PTA ROMANA
12031,UMBRIA - MOLISE - CALVAIRATE
12040,LODI - CORVETTO
12347,LODI - CORVETTO
12964,LODI - CORVETTO
18132,LODI - CORVETTO
12599,ROGOREDO - SANTA GIULIA
12385,ORTOMERCATO
12384,ORTOMERCATO
12374,ORTOMERCATO
13172,UMBRIA - MOLISE - CALVAIRATE
12074,UMBRIA - MOLISE - CALVAIRATE
12071,XXII MARZO
12067,XXII MARZO
12059,XXII MARZO
12051,XXII MARZO
11826,GUASTALLA
11774,GUASTALLA
11770,GUASTALLA
11764,GUASTALLA
11511,DUOMO
18519,MAGENTA - S.VITTORE
11217,MAGENTA - S.VITTORE
11210,PAGANO
10891,PAGANO
10874,PAGANO
10905,DE ANGELI - MONTE ROSA
10635,DE ANGELI - MONTE ROSA
10634,DE ANGELI - MONTE ROSA
10630,DE ANGELI - MONTE ROSA
10621,SAN SIRO
10618,SAN SIRO
17360,STADIO - IPPODROMI
17466,STADIO - IPPODROMI
17467,STADIO - IPPODROMI
17468,STADIO - IPPODROMI
17469,STADIO - IPPODROMI
12937,DE ANGELI - MONTE ROSA
17470,STADIO - IPPODROMI
17471,STADIO - IPPODROMI
17472,STADIO - IPPODROMI
17473,STADIO - IPPODROMI
10612,SAN SIRO
10619,SAN SIRO
10629,DE ANGELI - MONTE ROSA
10632,DE ANGELI - MONTE ROSA
10633,DE ANGELI - MONTE ROSA
10906,DE ANGELI - MONTE ROSA
10881,PAGANO
10888,PAGANO
10898,PAGANO
11216,MAGENTA - S.VITTORE
11230,MAGENTA - S.VITTORE
11241,DUOMO
11762,GUASTALLA
11769,GUASTALLA
11775,GUASTALLA
11827,GUASTALLA
12052,XXII MARZO
12056,XXII MARZO
12062,XXII MARZO
12065,XXII MARZO
12069,UMBRIA - MOLISE - CALVAIRATE
12082,UMBRIA - MOLISE - CALVAIRATE
12382,ORTOMERCATO
12383,ORTOMERCATO
12387,ORTOMERCATO
18124,COMASINA
16841,BRUZZANO
11640,ISOLA
11897,ISOLA
11635,ISOLA
13097,ISOLA
11643,MACIACHINI - MAGGIOLINA
11661,MACIACHINI - MAGGIOLINA
11657,MACIACHINI - MAGGIOLINA
11659,MACIACHINI - MAGGIOLINA
11666,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11670,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
15413,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
15071,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11691,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
15464,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11692,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
16795,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
15416,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11694,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11690,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11688,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11676,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11669,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11668,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11663,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11655,MACIACHINI - MAGGIOLINA
11658,MACIACHINI - MAGGIOLINA
11656,MACIACHINI - MAGGIOLINA
11660,MACIACHINI - MAGGIOLINA
11637,ISOLA
11642,ISOLA
10303,MAGGIORE - MUSOCCO - CERTOSA
10322,MAGGIORE - MUSOCCO - CERTOSA
17492,MAGGIORE - MUSOCCO - CERTOSA
17493,MAGGIORE - MUSOCCO - CERTOSA
10315,MAGGIORE - MUSOCCO - CERTOSA
10127,MAGGIORE - MUSOCCO - CERTOSA
10126,MAGGIORE - MUSOCCO - CERTOSA
10316,MAGGIORE - MUSOCCO - CERTOSA
10317,MAGGIORE - MUSOCCO - CERTOSA
17494,MAGGIORE - MUSOCCO - CERTOSA
17495,MAGGIORE - MUSOCCO - CERTOSA
12944,MAGGIORE - MUSOCCO - CERTOSA
10304,MAGGIORE - MUSOCCO - CERTOSA
15061,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12010,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12317,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
16778,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
17059,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
17152,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
13119,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
13120,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
13121,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11687,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11683,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11679,BRUZZANO
11697,PARCO NORD
11680,BRUZZANO
11684,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11686,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11970,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11984,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
13123,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
13124,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
13117,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
13118,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12308,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12309,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12318,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
15060,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
14861,PADOVA - TURRO - CRESCENZAGO
12541,PADOVA - TURRO - CRESCENZAGO
12559,GORLA - PRECOTTO
12561,GORLA - PRECOTTO
12556,GORLA - PRECOTTO
12294,GORLA - PRECOTTO
12277,GRECO - SEGNANO
17732,STAZIONE CENTRALE - PONTE SEVESO
12514,LORETO - CASORETTO - NOLO
12518,LORETO - CASORETTO - NOLO
12513,LORETO - CASORETTO - NOLO
12257,LORETO - CASORETTO - NOLO
15961,LORETO - CASORETTO - NOLO
17735,STAZIONE CENTRALE - PONTE SEVESO
17736,STAZIONE CENTRALE - PONTE SEVESO
12278,GRECO - SEGNANO
12293,GORLA - PRECOTTO
12555,GORLA - PRECOTTO
12562,GORLA - PRECOTTO
12560,GORLA - PRECOTTO
14860,PADOVA - TURRO - CRESCENZAGO
12913,MONLUE' - PONTE LAMBRO
12906,MONLUE' - PONTE LAMBRO
12616,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12634,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12635,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12636,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12637,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12638,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12661,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12664,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12645,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12836,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12848,TALIEDO - MORSENCHIO - Q.RE FORLANINI
18113,TALIEDO - MORSENCHIO - Q.RE FORLANINI
18475,TALIEDO - MORSENCHIO - Q.RE FORLANINI
18476,PARCO FORLANINI - CAVRIANO
18114,CORSICA
18115,CORSICA
12649,CORSICA
12668,CORSICA
12670,CITTA' STUDI
12672,CITTA' STUDI
12696,CITTA' STUDI
12697,CITTA' STUDI
12702,CITTA' STUDI
12701,LORETO - CASORETTO - NOLO
12714,CIMIANO - ROTTOLE - Q.RE FELTRE
12740,CIMIANO - ROTTOLE - Q.RE FELTRE
12746,CIMIANO - ROTTOLE - Q.RE FELTRE
12871,CIMIANO - ROTTOLE - Q.RE FELTRE
12873,CIMIANO - ROTTOLE - Q.RE FELTRE
12870,CIMIANO - ROTTOLE - Q.RE FELTRE
12747,CIMIANO - ROTTOLE - Q.RE FELTRE
12739,CIMIANO - ROTTOLE - Q.RE FELTRE
12736,CIMIANO - ROTTOLE - Q.RE FELTRE
12729,CIMIANO - ROTTOLE - Q.RE FELTRE
12510,LORETO - CASORETTO - NOLO
12706,CITTA' STUDI
12705,CITTA' STUDI
17960,CITTA' STUDI
12465,CITTA' STUDI
12463,CITTA' STUDI
12671,CITTA' STUDI
12669,CITTA' STUDI
12410,CORSICA
12409,CORSICA
12408,CORSICA
12655,PARCO FORLANINI - CAVRIANO
12658,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12657,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12847,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12833,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12830,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12665,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12660,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12633,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12632,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12631,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12630,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12629,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12612,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12905,MONLUE' - PONTE LAMBRO
12912,MONLUE' - PONTE LAMBRO
12910,MONLUE' - PONTE LAMBRO
12909,MONLUE' - PONTE LAMBRO
18133,MONLUE' - PONTE LAMBRO
15278,PARCO NORD
15279,PARCO NORD
15280,PARCO NORD
15281,PARCO NORD
15282,PARCO NORD
15283,PARCO NORD
16798,BRUZZANO
18057,COMASINA
10724,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10975,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10969,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10972,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10989,GHISOLFA
17550,PORTELLO
17552,PORTELLO
10947,PAGANO
10932,PAGANO
11253,PAGANO
11231,MAGENTA - S.VITTORE
12090,GUASTALLA
12092,GUASTALLA
12129,GUASTALLA
12133,GUASTALLA
12139,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12145,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12163,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12415,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12429,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12435,CITTA' STUDI
12489,CITTA' STUDI
12494,CITTA' STUDI
12505,CITTA' STUDI
12703,CITTA' STUDI
12709,CITTA' STUDI
12707,CITTA' STUDI
10469,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10699,VILLAPIZZONE - CAGNOLA - BOLDINASCO
12704,CITTA' STUDI
12698,CITTA' STUDI
12499,CITTA' STUDI
12490,CITTA' STUDI
12486,CITTA' STUDI
12431,CITTA' STUDI
12418,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12169,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12154,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12140,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12132,GUASTALLA
12130,GUASTALLA
12093,GUASTALLA
12091,GUASTALLA
11233,MAGENTA - S.VITTORE
11266,MAGENTA - S.VITTORE
10931,PAGANO
10926,PAGANO
10949,PAGANO
17554,PORTELLO
17551,PORTELLO
10983,GHISOLFA
10971,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10968,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10974,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10977,VILLAPIZZONE - CAGNOLA - BOLDINASCO
12978,BOVISA
11335,BOVISA
11334,BOVISA
11339,BOVISA
11325,FARINI
11608,FARINI
11617,ISOLA
11614,ISOLA
11609,ISOLA
11587,SARPI
11577,SARPI
11174,PORTA GENOVA
10856,PORTA GENOVA
10850,PORTA TICINESE - CONCHETTA
10845,PORTA TICINESE - CONCHETTA
19842,MONCUCCO - SAN CRISTOFORO
10537,MONCUCCO - SAN CRISTOFORO
10530,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10523,GIAMBELLINO
17923,GIAMBELLINO
10519,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10524,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10529,MONCUCCO - SAN CRISTOFORO
10536,MONCUCCO - SAN CRISTOFORO
10830,PORTA TICINESE - CONCHETTA
10844,PORTA TICINESE - CONCHETTA
10857,PORTA TICINESE - CONCHETTA
11173,PORTA GENOVA
11588,SARPI
11612,ISOLA
11613,ISOLA
11616,ISOLA
11610,FARINI
11326,FARINI
11338,BOVISA
11333,BOVISA
11329,BOVISA
13455,QUINTO ROMANO
11701,PARCO DELLE ABBAZIE
12011,QUINTOSOLE
12012,QUINTOSOLE
19727,PARCO DELLE ABBAZIE
13446,ASSIANO
19728,PARCO DELLE ABBAZIE
12013,QUINTOSOLE
12014,QUINTOSOLE
11700,PARCO DELLE ABBAZIE
11132,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
15082,VIGENTINO - Q.RE FATIMA
15083,VIGENTINO - Q.RE FATIMA
15084,VIGENTINO - Q.RE FATIMA
11740,SCALO ROMANA
11736,PORTA VIGENTINA - PORTA LODOVICA
11788,DUOMO
11741,MORIVIONE
15099,VIGENTINO - Q.RE FATIMA
15085,VIGENTINO - Q.RE FATIMA
15381,DUOMO
12651,PARCO FORLANINI - CAVRIANO
19735,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12641,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12643,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12834,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12840,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12823,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12979,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12822,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12838,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12832,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12644,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12642,TALIEDO - MORSENCHIO - Q.RE FORLANINI
19734,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12650,PARCO FORLANINI - CAVRIANO
11091,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE
11448,PORTA TICINESE - CONCA DEL NAVIGLIO
15077,DUOMO
11481,DUOMO
12938,DUOMO
11490,DUOMO
11480,DUOMO
15078,DUOMO
11445,PORTA TICINESE - CONCA DEL NAVIGLIO
12320,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
14884,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12311,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12302,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
17157,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
17158,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11986,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11979,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11973,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11958,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11950,MACIACHINI - MAGGIOLINA
11947,MACIACHINI - MAGGIOLINA
11944,MACIACHINI - MAGGIOLINA
11639,ISOLA
11631,ISOLA
12941,ISOLA
12280,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
17160,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12306,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12312,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11898,ISOLA
11903,MACIACHINI - MAGGIOLINA
11948,MACIACHINI - MAGGIOLINA
11956,MACIACHINI - MAGGIOLINA
11961,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11977,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11978,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
17303,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
15643,FORZE ARMATE
10213,LORENTEGGIO
13265,LORENTEGGIO
13266,LORENTEGGIO
13294,LORENTEGGIO
13295,LORENTEGGIO
10214,LORENTEGGIO
19825,FORZE ARMATE
13269,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
13112,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
17693,FORZE ARMATE
11195,MAGENTA - S.VITTORE
13175,GIAMBELLINO
10338,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10329,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
13176,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
16979,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
13200,PORTA TICINESE - CONCHETTA
10817,PORTA TICINESE - CONCHETTA
13197,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
16980,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10327,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10330,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10339,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
13198,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10814,PORTA TICINESE - CONCHETTA
11146,PORTA TICINESE - CONCHETTA
13188,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
13264,FORZE ARMATE
15259,LORENTEGGIO
10202,LORENTEGGIO
13140,LORENTEGGIO
13141,LORENTEGGIO
15585,LORENTEGGIO
10203,LORENTEGGIO
17337,ISOLA
11619,ISOLA
11611,ISOLA
17436,STAZIONE CENTRALE - PONTE SEVESO
12969,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12136,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12146,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12717,LAMBRATE - ORTICA
12141,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12970,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
11887,STAZIONE CENTRALE - PONTE SEVESO
11877,STAZIONE CENTRALE - PONTE SEVESO
11862,PORTA GARIBALDI - PORTA NUOVA
17327,SARPI
11615,ISOLA
11627,ISOLA
12362,LODI - CORVETTO
12360,LODI - CORVETTO
12348,LODI - CORVETTO
12041,LODI - CORVETTO
12035,LODI - CORVETTO
12030,SCALO ROMANA
11748,SCALO ROMANA
11746,SCALO ROMANA
12986,VIGENTINO - Q.RE FATIMA
11727,VIGENTINO - Q.RE FATIMA
11730,VIGENTINO - Q.RE FATIMA
12015,VIGENTINO - Q.RE FATIMA
12016,VIGENTINO - Q.RE FATIMA
12017,VIGENTINO - Q.RE FATIMA
12018,VIGENTINO - Q.RE FATIMA
11728,VIGENTINO - Q.RE FATIMA
11723,VIGENTINO - Q.RE FATIMA
11745,SCALO ROMANA
11747,SCALO ROMANA
12029,SCALO ROMANA
12036,LODI - CORVETTO
12043,LODI - CORVETTO
12357,LODI - CORVETTO
12359,LODI - CORVETTO
19912,COMASINA
16799,COMASINA
19630,BOVISASCA
19892,BOVISASCA
19802,BOVISASCA
11027,BOVISASCA
19633,BOVISASCA
18154,QUARTO OGGIARO - VIALBA - MUSOCCO
19488,QUARTO OGGIARO - VIALBA - MUSOCCO
18151,QUARTO OGGIARO - VIALBA - MUSOCCO
10728,QUARTO OGGIARO - VIALBA - MUSOCCO
18149,STEPHENSON
17982,MAGGIORE - MUSOCCO - CERTOSA
18148,MAGGIORE - MUSOCCO - CERTOSA
17935,MAGGIORE - MUSOCCO - CERTOSA
18145,MAGGIORE - MUSOCCO - CERTOSA
17931,MAGGIORE - MUSOCCO - CERTOSA
18143,MAGGIORE - MUSOCCO - CERTOSA
15615,MAGGIORE - MUSOCCO - CERTOSA
11051,COMASINA
11048,COMASINA
11045,COMASINA
14981,COMASINA
11039,COMASINA
15614,MAGGIORE - MUSOCCO - CERTOSA
17948,MAGGIORE - MUSOCCO - CERTOSA
17930,MAGGIORE - MUSOCCO - CERTOSA
18144,MAGGIORE - MUSOCCO - CERTOSA
18146,MAGGIORE - MUSOCCO - CERTOSA
18147,MAGGIORE - MUSOCCO - CERTOSA
17938,MAGGIORE - MUSOCCO - CERTOSA
17939,STEPHENSON
10726,QUARTO OGGIARO - VIALBA - MUSOCCO
18150,QUARTO OGGIARO - VIALBA - MUSOCCO
18152,QUARTO OGGIARO - VIALBA - MUSOCCO
18153,QUARTO OGGIARO - VIALBA - MUSOCCO
19627,BOVISASCA
19800,BOVISASCA
19801,BOVISASCA
19891,BOVISASCA
19629,BOVISASCA
16800,BOVISASCA
15905,COMASINA
14967,BRUZZANO
11384,COMASINA
11042,BOVISASCA
11041,BOVISASCA
11036,COMASINA
14982,COMASINA
11044,COMASINA
11046,COMASINA
11371,COMASINA
10193,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10194,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
12930,PARCO FORLANINI - CAVRIANO
